Team,Full Time Goals,Half Time Goals,Shots,Shots on Target,Corners,Fouls Committed,Yellow Cards,Red Cards,Average Win Odds,Average Draw Odds,Shots on Target Allowed
Crystal Palace-2017,1.526,0.526,12.053,4.0,5.053,11.474,1.737,0.0,4.45,3.85,4.7894736842105265
Everton-2017,1.053,0.263,9.579,3.105,4.526,11.526,0.842,0.053,4.284,3.595,4.7894736842105265
Huddersfield-2017,0.579,0.263,9.579,2.737,3.947,9.895,1.579,0.0,7.503,4.531,4.473684210526316
Leicester-2017,1.421,0.474,11.842,4.211,5.737,9.632,1.684,0.158,4.211,4.013,4.105263157894737
Liverpool-2017,2.263,0.789,15.947,5.737,5.947,8.263,1.105,0.0,1.674,5.266,2.736842105263158
Man City-2017,2.421,1.316,17.0,6.211,8.368,8.842,1.421,0.0,1.437,6.414,2.5789473684210527
Man United-2017,1.421,0.526,13.526,4.579,5.789,9.737,1.737,0.0,1.823,4.688,3.1578947368421053
Newcastle-2017,1.053,0.421,11.158,3.632,3.579,10.579,1.158,0.0,6.045,4.312,3.9473684210526314
Southampton-2017,1.0,0.474,11.263,4.474,5.579,10.789,2.211,0.105,3.997,3.728,3.9473684210526314
Stoke-2017,0.684,0.316,9.211,3.526,2.947,13.368,2.263,0.053,6.121,4.279,6.684210526315789
Swansea-2017,0.895,0.263,9.053,3.421,4.0,9.053,1.316,0.053,6.832,4.326,4.7894736842105265
Tottenham-2017,2.105,0.684,15.632,5.789,6.105,9.474,1.316,0.0,1.716,5.006,3.4210526315789473
Watford-2017,0.895,0.316,11.579,4.0,4.947,10.895,1.737,0.0,5.763,4.284,3.8947368421052633
West Brom-2017,0.895,0.316,10.421,2.947,4.737,11.474,1.789,0.0,5.754,4.019,4.526315789473684
West Ham-2017,1.526,0.579,9.526,3.474,4.211,10.105,1.632,0.0,4.739,3.921,5.526315789473684
Arsenal-2018,1.684,0.842,11.895,4.105,5.526,10.421,1.895,0.105,2.607,4.386,5.052631578947368
Bournemouth-2018,1.526,0.632,11.789,4.632,4.421,9.0,1.474,0.0,4.815,4.187,4.684210526315789
Brighton-2018,0.737,0.211,10.421,2.789,4.263,10.526,1.263,0.053,5.992,4.165,4.421052631578948
Burnley-2018,1.474,0.737,10.421,3.421,4.263,8.947,1.895,0.053,6.23,4.237,4.631578947368421
Cardiff-2018,0.842,0.263,10.684,3.421,4.842,10.421,1.842,0.0,7.732,4.696,5.2105263157894735
Chelsea-2018,1.368,0.526,15.684,5.053,6.211,9.0,1.211,0.0,2.148,4.713,3.5789473684210527
Crystal Palace-2018,1.789,0.632,13.0,3.842,5.421,9.526,1.263,0.053,4.304,3.949,4.7368421052631575
Everton-2018,1.211,0.632,13.211,4.474,5.368,11.474,1.526,0.105,3.144,3.649,3.0526315789473686
Fulham-2018,0.895,0.263,11.684,3.632,4.474,10.737,1.947,0.0,5.83,4.321,5.7894736842105265
Huddersfield-2018,0.526,0.158,9.526,2.895,4.0,11.0,1.368,0.105,8.909,4.897,5.315789473684211
Leicester-2018,1.421,0.316,15.316,5.368,5.789,8.737,1.368,0.053,3.919,4.02,3.736842105263158
Liverpool-2018,2.421,1.105,14.474,5.632,6.474,7.421,1.105,0.053,1.503,5.918,2.4210526315789473
Man City-2018,2.316,1.211,17.895,6.789,7.158,8.632,1.368,0.0,1.277,7.262,1.8421052631578947
Man United-2018,1.474,0.789,14.579,5.474,4.789,10.474,1.895,0.105,2.206,4.427,4.157894736842105
Newcastle-2018,1.474,0.684,12.737,4.158,4.684,10.368,1.579,0.0,5.654,4.058,3.526315789473684
Southampton-2018,1.316,0.632,10.895,3.684,5.158,11.368,1.579,0.105,4.355,3.941,4.368421052631579
Tottenham-2018,1.316,0.474,15.474,4.579,5.474,9.0,1.632,0.105,2.42,4.402,4.0
Watford-2018,1.368,0.421,10.947,3.842,3.895,11.632,2.368,0.105,4.557,4.092,5.684210526315789
West Ham-2018,1.316,0.579,11.316,3.737,4.421,8.211,1.158,0.0,4.621,4.168,5.315789473684211
Wolves-2018,1.421,0.632,11.632,3.421,5.474,9.263,2.053,0.053,4.115,3.925,3.4210526315789473
Arsenal-2019,1.632,0.947,9.316,3.842,5.053,11.737,2.158,0.211,2.723,3.863,4.842105263157895
Aston Villa-2019,0.842,0.316,11.053,3.263,5.421,12.0,1.789,0.0,5.151,4.19,4.368421052631579
Bournemouth-2019,1.111,0.5,9.778,3.0,4.944,10.056,1.778,0.111,5.665,4.21,5.666666666666667
Brighton-2019,0.833,0.333,11.611,3.222,4.833,9.667,1.556,0.0,3.96,3.689,4.0
Burnley-2019,1.053,0.368,10.684,3.579,4.158,10.316,1.842,0.0,5.261,4.015,4.7894736842105265
Chelsea-2019,1.895,0.947,16.316,5.842,6.842,11.211,1.421,0.0,1.944,4.341,3.0526315789473686
Crystal Palace-2019,0.737,0.316,9.789,3.0,4.632,11.263,1.684,0.053,6.133,4.117,4.894736842105263
Everton-2019,1.211,0.737,11.368,4.158,4.368,12.684,1.947,0.053,3.201,3.701,3.8947368421052633
Leicester-2019,1.368,0.526,14.421,5.105,5.263,11.789,1.105,0.158,2.257,3.773,3.6842105263157894
Liverpool-2019,1.95,0.95,15.05,5.85,7.4,8.75,0.95,0.0,1.524,5.211,3.1
Man City-2019,2.632,1.158,19.158,6.789,7.263,8.737,1.158,0.105,1.356,6.792,2.3157894736842106
Man United-2019,1.895,0.947,13.474,5.474,5.105,12.105,1.789,0.0,2.407,4.474,2.8421052631578947
Newcastle-2019,1.0,0.316,11.158,3.579,4.737,10.632,1.895,0.053,5.67,3.999,5.157894736842105
Norwich-2019,0.368,0.211,9.632,2.737,3.632,9.421,1.684,0.158,7.211,4.75,5.578947368421052
Sheffield United-2019,0.842,0.368,8.263,2.526,5.632,10.421,1.158,0.053,4.797,3.874,4.105263157894737
Southampton-2019,1.474,0.684,14.105,5.211,6.263,12.263,1.474,0.105,3.841,3.909,3.8947368421052633
Tottenham-2019,1.421,0.684,11.579,4.053,5.632,12.053,2.105,0.0,2.531,3.782,4.2105263157894735
Watford-2019,1.263,0.474,11.105,3.316,4.053,14.211,1.842,0.105,3.818,3.707,4.526315789473684
West Ham-2019,1.45,0.9,11.3,4.15,5.1,9.5,1.3,0.0,5.578,4.379,4.5
Wolves-2019,1.158,0.316,11.316,3.368,4.579,9.842,1.211,0.0,2.932,3.7,2.9473684210526314
Arsenal-2020,1.611,0.833,12.556,3.833,5.5,8.889,1.0,0.111,2.529,3.752,3.7222222222222223
Aston Villa-2020,1.1,0.65,11.9,4.0,4.7,12.05,1.7,0.1,3.514,3.702,5.25
Brighton-2020,0.947,0.421,13.632,4.158,6.211,10.474,0.947,0.158,3.409,3.619,3.3684210526315788
