Team,Full Time Goals,Half Time Goals,Shots,Shots on Target,Corners,Fouls Committed,Yellow Cards,Red Cards,Average Win Odds,Average Draw Odds,Shots on Target Allowed,points,wins,draws,losses
Man City-2017,2.789,1.184,17.474,6.868,7.474,9.053,1.526,0.053,1.42,6.504,2.289473684210526,100.0,32.0,4.0,2.0
Man United-2017,1.789,0.763,13.5,4.763,5.789,10.632,1.684,0.026,1.813,4.638,3.842105263157895,81.0,25.0,6.0,7.0
Newcastle-2017,1.026,0.421,11.816,3.947,4.395,10.763,1.368,0.053,5.342,4.043,4.131578947368421,44.0,12.0,8.0,18.0
Southampton-2017,0.974,0.421,11.868,3.816,5.974,10.947,1.658,0.053,3.845,3.795,4.473684210526316,36.0,7.0,15.0,16.0
Stoke-2017,0.921,0.447,10.053,3.447,3.579,11.474,1.632,0.026,5.505,4.09,5.789473684210527,33.0,7.0,12.0,19.0
Swansea-2017,0.737,0.263,8.842,2.737,3.947,9.921,1.342,0.026,6.475,4.215,5.026315789473684,33.0,8.0,9.0,21.0
Tottenham-2017,1.947,0.711,16.368,5.711,6.474,10.105,1.289,0.053,1.841,4.87,3.3157894736842106,77.0,23.0,8.0,7.0
Watford-2017,1.158,0.447,11.579,3.474,4.842,11.605,1.658,0.105,4.976,4.006,4.2105263157894735,41.0,11.0,8.0,19.0
West Brom-2017,0.816,0.316,9.868,3.0,4.632,11.579,1.895,0.026,5.516,3.938,4.131578947368421,31.0,6.0,13.0,19.0
West Ham-2017,1.263,0.526,9.816,3.5,4.237,9.974,1.895,0.053,4.868,3.985,5.0,42.0,10.0,12.0,16.0
Arsenal-2018,1.921,0.737,12.263,4.474,5.579,10.842,1.895,0.053,2.354,4.351,4.815789473684211,70.0,21.0,7.0,10.0
Bournemouth-2018,1.474,0.737,11.763,4.289,5.026,8.921,1.579,0.026,4.744,4.178,4.605263157894737,45.0,13.0,6.0,19.0
Brighton-2018,0.921,0.447,9.605,2.842,4.105,12.184,1.579,0.105,6.043,4.132,4.605263157894737,36.0,9.0,9.0,20.0
Burnley-2018,1.184,0.632,9.447,3.026,3.684,9.447,1.974,0.026,6.856,4.353,5.526315789473684,40.0,11.0,7.0,20.0
Cardiff-2018,0.895,0.289,10.974,3.316,4.421,10.105,1.711,0.026,7.598,4.613,5.578947368421052,34.0,10.0,4.0,24.0
Chelsea-2018,1.658,0.711,15.947,5.211,5.658,8.921,1.289,0.0,1.951,4.696,3.3421052631578947,72.0,21.0,9.0,8.0
Crystal Palace-2018,1.342,0.526,12.921,3.842,5.395,10.158,1.526,0.053,4.546,3.991,4.315789473684211,49.0,14.0,7.0,17.0
Everton-2018,1.421,0.658,13.026,4.447,5.658,11.368,1.447,0.105,3.445,3.873,3.6052631578947367,54.0,15.0,9.0,14.0
Fulham-2018,0.895,0.395,11.921,3.921,4.237,11.132,1.789,0.053,6.247,4.495,5.921052631578948,26.0,7.0,5.0,26.0
Huddersfield-2018,0.579,0.289,10.526,3.105,4.263,11.053,1.447,0.105,8.047,4.628,5.026315789473684,16.0,3.0,7.0,28.0
Leicester-2018,1.342,0.395,13.553,4.842,5.526,9.237,1.5,0.132,3.927,3.907,3.657894736842105,52.0,15.0,7.0,16.0
Liverpool-2018,2.342,1.0,15.105,5.947,6.553,8.289,0.974,0.053,1.528,5.791,2.5526315789473686,97.0,30.0,7.0,1.0
Man City-2018,2.5,1.289,17.974,6.842,7.553,8.632,1.158,0.026,1.329,7.407,2.1842105263157894,98.0,32.0,2.0,4.0
Man United-2018,1.711,0.921,13.842,5.921,5.263,11.395,1.921,0.105,2.344,4.293,4.552631578947368,66.0,19.0,9.0,10.0
Newcastle-2018,1.105,0.605,11.684,3.737,4.763,11.105,1.5,0.053,5.556,4.046,3.8947368421052633,45.0,12.0,9.0,17.0
Southampton-2018,1.184,0.579,12.632,4.263,5.079,11.053,1.868,0.079,4.883,4.013,4.7105263157894735,39.0,9.0,12.0,17.0
Tottenham-2018,1.763,0.816,14.105,4.974,5.105,9.868,1.474,0.079,2.254,4.369,4.184210526315789,71.0,23.0,2.0,13.0
Watford-2018,1.368,0.474,11.421,3.974,4.658,11.395,2.026,0.105,4.302,3.921,4.842105263157895,50.0,14.0,8.0,16.0
West Ham-2018,1.368,0.579,11.605,4.132,4.921,8.711,1.553,0.026,4.431,4.064,5.2631578947368425,52.0,15.0,7.0,16.0
Wolves-2018,1.237,0.447,12.474,3.974,5.132,10.763,1.895,0.026,3.83,3.812,3.8947368421052633,57.0,16.0,9.0,13.0
Arsenal-2019,1.474,0.737,10.789,3.974,6.079,11.079,2.263,0.132,2.572,4.06,5.105263157894737,56.0,14.0,14.0,10.0
Aston Villa-2019,1.079,0.5,12.079,3.947,5.263,11.868,1.789,0.026,5.467,4.296,4.868421052631579,37.0,10.0,7.0,21.0
Bournemouth-2019,1.053,0.526,10.237,3.184,5.105,9.711,1.921,0.079,5.181,4.177,5.131578947368421,34.0,9.0,7.0,22.0
Brighton-2019,1.026,0.421,12.132,3.737,4.684,10.132,1.474,0.053,4.786,3.93,4.473684210526316,41.0,9.0,14.0,15.0
Burnley-2019,1.132,0.368,10.211,3.526,4.5,10.842,1.763,0.0,5.003,3.97,4.473684210526316,54.0,15.0,9.0,14.0
Chelsea-2019,1.816,0.947,16.447,5.868,6.5,10.158,1.579,0.0,2.037,4.435,3.0789473684210527,66.0,20.0,6.0,12.0
Crystal Palace-2019,0.816,0.263,9.895,3.158,4.658,11.184,1.605,0.053,5.439,4.017,4.605263157894737,43.0,11.0,10.0,17.0
Everton-2019,1.158,0.711,12.368,4.263,5.342,12.421,1.842,0.079,3.232,3.774,3.8947368421052633,49.0,13.0,10.0,15.0
Leicester-2019,1.763,0.632,14.132,5.0,5.842,11.0,1.079,0.079,2.551,3.908,3.6052631578947367,62.0,18.0,8.0,12.0
Liverpool-2019,2.237,1.158,15.526,6.079,6.789,8.711,1.0,0.026,1.516,5.261,2.8684210526315788,99.0,32.0,3.0,3.0
Man City-2019,2.684,1.263,19.605,6.921,7.842,9.5,1.579,0.105,1.334,7.048,3.026315789473684,81.0,26.0,3.0,9.0
Man United-2019,1.737,0.921,14.289,5.684,5.368,11.395,1.895,0.0,2.475,4.179,3.3684210526315788,66.0,18.0,12.0,8.0
Newcastle-2019,1.0,0.421,10.395,3.447,3.974,9.737,1.711,0.079,5.958,4.125,5.2631578947368425,44.0,11.0,11.0,16.0
Norwich-2019,0.684,0.368,10.737,3.447,4.263,9.553,1.763,0.079,6.56,4.656,5.631578947368421,21.0,5.0,6.0,27.0
Sheffield United-2019,1.026,0.421,9.316,3.026,5.579,10.789,1.605,0.053,4.374,3.758,3.684210526315789,54.0,14.0,12.0,12.0
Southampton-2019,1.342,0.579,13.158,4.763,5.526,11.842,1.395,0.105,4.598,4.064,4.421052631578948,52.0,15.0,7.0,16.0
Tottenham-2019,1.605,0.842,11.711,4.211,5.263,11.132,2.158,0.079,2.474,4.087,4.815789473684211,59.0,16.0,11.0,11.0
Watford-2019,0.947,0.395,11.158,3.158,4.395,12.737,1.974,0.079,4.652,4.003,4.815789473684211,34.0,8.0,10.0,20.0
West Ham-2019,1.289,0.658,10.974,4.289,5.0,10.184,1.632,0.026,4.798,4.168,4.973684210526316,38.0,10.0,8.0,20.0
Wolves-2019,1.342,0.368,12.079,3.816,5.079,10.684,1.5,0.053,3.438,3.747,3.3947368421052637,59.0,15.0,14.0,9.0
Arsenal-2020,1.447,0.684,12.079,4.0,5.474,9.079,1.237,0.132,2.569,3.833,3.473684210526316,61.0,18.0,7.0,13.0
Aston Villa-2020,1.447,0.684,13.447,4.921,5.658,11.553,1.658,0.079,3.6,3.809,4.973684210526316,55.0,16.0,7.0,15.0
Brighton-2020,1.053,0.474,12.816,3.763,5.763,11.237,1.184,0.158,3.744,3.693,3.3421052631578947,41.0,9.0,14.0,15.0
Burnley-2020,0.868,0.526,10.105,3.421,4.526,10.105,1.263,0.0,5.407,3.977,4.921052631578948,39.0,10.0,9.0,19.0
Chelsea-2020,1.526,0.605,14.684,5.5,5.974,11.395,1.263,0.079,1.853,4.159,2.8684210526315788,67.0,19.0,10.0,9.0
Crystal Palace-2020,1.079,0.579,9.184,3.447,3.974,10.763,1.421,0.053,5.135,3.885,4.657894736842105,44.0,12.0,8.0,18.0
Everton-2020,1.237,0.711,10.526,3.895,4.395,10.158,1.526,0.053,3.081,3.725,4.289473684210527,59.0,17.0,8.0,13.0
Fulham-2020,0.711,0.316,11.632,3.579,4.316,12.737,1.737,0.079,5.021,3.929,4.552631578947368,28.0,5.0,13.0,20.0
Leeds-2020,1.632,0.658,13.737,5.237,6.079,11.237,1.605,0.026,3.41,3.934,5.289473684210527,59.0,18.0,5.0,15.0
Leicester-2020,1.789,0.711,12.737,4.868,5.632,10.947,1.579,0.0,2.656,3.736,3.657894736842105,66.0,20.0,6.0,12.0
Liverpool-2020,1.789,0.737,16.0,5.632,6.842,10.421,1.053,0.0,1.681,4.896,3.789473684210526,69.0,20.0,9.0,9.0
Man City-2020,2.184,1.132,15.895,5.763,6.5,9.5,1.211,0.053,1.414,5.753,2.631578947368421,86.0,27.0,5.0,6.0
Man United-2020,1.921,0.737,13.711,5.579,5.184,11.895,1.684,0.026,2.112,4.186,3.684210526315789,74.0,21.0,11.0,6.0
Newcastle-2020,1.211,0.474,10.447,3.737,4.237,10.211,1.605,0.079,5.666,4.103,5.078947368421052,45.0,12.0,9.0,17.0
Sheffield United-2020,0.526,0.263,8.553,2.605,4.5,12.079,1.921,0.079,5.849,4.041,5.578947368421052,23.0,7.0,2.0,29.0
Southampton-2020,1.237,0.737,11.132,4.368,4.684,11.211,1.368,0.079,3.756,3.752,4.7368421052631575,43.0,12.0,7.0,19.0
Tottenham-2020,1.789,0.974,11.684,4.632,4.421,11.553,1.395,0.053,2.404,3.909,4.157894736842105,62.0,18.0,8.0,12.0
West Brom-2020,0.921,0.474,8.947,2.947,3.816,10.632,1.342,0.105,6.587,4.352,6.473684210526316,26.0,5.0,11.0,22.0
West Ham-2020,1.632,0.816,12.316,4.342,4.421,9.842,1.263,0.079,3.486,3.781,4.0,65.0,19.0,8.0,11.0
Wolves-2020,0.947,0.421,12.158,4.053,5.5,11.184,1.395,0.0,3.599,3.505,4.131578947368421,45.0,12.0,9.0,17.0
Arsenal-2021,1.605,0.868,15.474,5.184,5.5,9.553,1.579,0.105,2.604,3.966,3.8684210526315783,69.0,22.0,3.0,13.0
Aston Villa-2021,1.368,0.553,11.947,4.263,5.158,10.553,2.026,0.053,3.939,3.841,4.131578947368421,45.0,13.0,6.0,19.0
Brentford-2021,1.263,0.421,11.632,4.053,4.184,9.763,1.605,0.079,4.817,3.828,4.815789473684211,46.0,13.0,7.0,18.0
Brighton-2021,1.105,0.421,12.895,4.0,5.316,10.342,1.868,0.053,3.776,3.647,4.0,51.0,12.0,15.0,11.0
Burnley-2021,0.895,0.447,10.711,3.289,4.842,10.368,1.789,0.053,5.542,4.003,4.921052631578948,35.0,7.0,14.0,17.0
Chelsea-2021,2.0,0.895,15.579,5.553,6.368,10.763,1.658,0.026,1.718,4.485,3.131578947368421,74.0,21.0,11.0,6.0
Crystal Palace-2021,1.316,0.553,10.842,3.868,4.632,10.921,1.763,0.026,4.43,3.766,3.842105263157895,48.0,11.0,15.0,12.0
Everton-2021,1.132,0.421,11.526,3.632,4.237,9.684,2.0,0.158,4.423,3.88,5.0,39.0,11.0,6.0,21.0
Leeds-2021,1.105,0.421,12.763,4.053,4.5,12.342,2.632,0.079,4.337,4.082,6.078947368421052,38.0,9.0,11.0,18.0
Leicester-2021,1.632,0.711,11.447,4.447,4.868,9.368,1.421,0.026,3.727,3.93,5.184210526315789,52.0,14.0,10.0,14.0
Liverpool-2021,2.474,1.158,19.211,6.737,7.5,9.553,1.316,0.026,1.533,5.514,2.8947368421052637,92.0,28.0,8.0,2.0
Man City-2021,2.605,1.184,18.816,6.684,8.342,8.421,1.105,0.026,1.364,6.364,2.3157894736842106,93.0,29.0,6.0,3.0
Man United-2021,1.5,0.579,13.368,4.921,5.237,10.395,1.974,0.053,2.331,4.197,4.815789473684211,58.0,16.0,10.0,12.0
Newcastle-2021,1.158,0.658,11.789,3.895,4.211,10.289,2.079,0.026,5.399,4.148,4.5,49.0,13.0,10.0,15.0
Norwich-2021,0.605,0.289,9.842,2.868,4.342,9.368,1.447,0.053,7.427,4.584,6.052631578947368,22.0,5.0,7.0,26.0
Southampton-2021,1.132,0.632,12.684,4.474,6.158,10.579,1.658,0.053,4.15,3.906,4.973684210526316,40.0,9.0,13.0,16.0
Tottenham-2021,1.816,0.868,12.921,5.211,5.132,10.158,1.763,0.026,2.665,3.978,3.710526315789474,71.0,22.0,5.0,11.0
Watford-2021,0.895,0.447,10.421,3.342,4.263,11.579,1.5,0.079,6.348,4.292,5.078947368421052,23.0,6.0,5.0,27.0
West Ham-2021,1.579,0.711,11.395,4.158,5.026,8.526,1.237,0.079,3.188,3.838,4.394736842105263,56.0,16.0,8.0,14.0
Wolves-2021,1.0,0.474,10.579,3.579,4.421,9.605,1.553,0.053,4.542,3.745,4.5,51.0,15.0,6.0,17.0
Arsenal-2022,2.316,1.079,15.605,5.368,5.868,9.816,1.342,0.0,1.846,4.393,3.5789473684210527,84.0,26.0,6.0,6.0
Aston Villa-2022,1.342,0.684,11.342,3.974,4.342,10.974,2.105,0.026,3.482,3.721,4.184210526315789,61.0,18.0,7.0,13.0
Bournemouth-2022,0.974,0.447,9.342,3.5,3.789,10.289,1.789,0.0,6.676,4.407,5.421052631578948,39.0,11.0,6.0,21.0
Brentford-2022,1.526,0.711,10.447,4.263,4.289,9.316,1.447,0.026,3.763,3.79,5.394736842105263,59.0,15.0,14.0,9.0
Brighton-2022,1.895,0.895,16.105,6.079,6.132,11.211,1.553,0.0,2.827,3.99,3.5,62.0,18.0,8.0,12.0
Chelsea-2022,1.0,0.395,12.737,4.158,5.5,10.447,2.026,0.079,2.499,3.902,4.421052631578948,44.0,11.0,11.0,16.0
Crystal Palace-2022,1.053,0.421,11.184,3.579,4.895,11.737,2.053,0.079,4.498,3.781,4.2631578947368425,45.0,11.0,12.0,15.0
Everton-2022,0.895,0.368,11.289,4.0,4.605,10.421,2.079,0.053,4.792,3.848,5.078947368421052,36.0,8.0,12.0,18.0
Fulham-2022,1.447,0.579,11.289,3.921,4.868,10.816,2.105,0.026,4.691,3.998,5.2631578947368425,52.0,15.0,7.0,16.0
Leeds-2022,1.263,0.553,12.237,3.816,5.289,12.0,2.211,0.079,4.216,3.991,5.078947368421052,31.0,7.0,10.0,21.0
Leicester-2022,1.342,0.763,10.974,4.0,3.553,10.816,1.526,0.053,4.129,3.952,4.684210526315789,34.0,9.0,7.0,22.0
Liverpool-2022,1.974,0.947,15.921,5.579,6.211,10.658,1.5,0.026,1.818,4.833,4.2105263157894735,67.0,19.0,10.0,9.0
Man City-2022,2.474,1.237,15.868,5.763,6.316,9.132,1.132,0.026,1.377,6.222,2.526315789473684,89.0,28.0,5.0,5.0
Man United-2022,1.526,0.684,15.579,5.632,5.132,11.132,2.053,0.026,2.296,4.081,3.8157894736842106,75.0,23.0,6.0,9.0
Newcastle-2022,1.789,0.842,15.026,5.184,7.105,10.684,1.5,0.026,2.588,3.87,3.473684210526316,71.0,19.0,14.0,5.0
Nott'm Forest-2022,1.0,0.526,9.684,3.105,3.368,11.711,2.211,0.0,6.158,4.279,5.0,38.0,9.0,11.0,18.0
Southampton-2022,0.947,0.395,10.974,3.737,4.132,11.316,1.921,0.0,5.532,4.191,4.157894736842105,25.0,6.0,7.0,25.0
Tottenham-2022,1.842,0.632,13.684,5.263,5.342,11.132,1.974,0.079,2.486,3.905,4.605263157894737,60.0,18.0,6.0,14.0
West Ham-2022,1.105,0.605,12.474,3.816,5.447,9.5,1.158,0.0,3.645,3.757,4.578947368421052,40.0,11.0,7.0,20.0
Wolves-2022,0.816,0.447,10.868,3.289,4.895,12.184,2.184,0.132,4.253,3.741,4.789473684210527,41.0,11.0,8.0,19.0
